iter	Accuracy	MultiClass
906	0.9500713267	0.6411984487
907	0.9500713267	0.6401442633
908	0.9500713267	0.6398858561
909	0.9500713267	0.6395131378
910	0.9500713267	0.6390545222
911	0.9500713267	0.6385981269
912	0.9500713267	0.6380892918
913	0.9500713267	0.6374724406
914	0.9500713267	0.6370985207
915	0.9514978602	0.6366919615
916	0.9514978602	0.6363136624
917	0.9514978602	0.6360612112
918	0.9514978602	0.6357580156
919	0.9514978602	0.635413988
920	0.9514978602	0.6349192259
921	0.9514978602	0.6344489906
922	0.9514978602	0.6340486336
923	0.9543509272	0.6336571708
924	0.9543509272	0.6334322853
925	0.9543509272	0.632885933
926	0.9543509272	0.6324408778
927	0.9543509272	0.6322127455
928	0.9543509272	0.6318047211
929	0.9543509272	0.631437227
930	0.9543509272	0.6310410564
931	0.9543509272	0.6307101787
932	0.9543509272	0.6303308587
933	0.9543509272	0.6298656417
934	0.9543509272	0.6292853792
935	0.9543509272	0.6289783241
936	0.9557774608	0.6285978362
937	0.9557774608	0.6282776614
938	0.9557774608	0.6279505677
939	0.9557774608	0.627668965
940	0.9557774608	0.6274057617
941	0.9572039943	0.6271500637
942	0.9572039943	0.6265626431
943	0.9572039943	0.6260292507
944	0.9572039943	0.6257326555
945	0.9572039943	0.6249794742
946	0.9572039943	0.6245744567
947	0.9572039943	0.624274496
948	0.9572039943	0.6239908696
949	0.9586305278	0.6236424802
950	0.9586305278	0.6232825367
951	0.9600570613	0.6229750411
952	0.9600570613	0.6226387629
953	0.9614835949	0.6219460781
954	0.9629101284	0.6216237602
955	0.9643366619	0.6211718602
956	0.9629101284	0.6209271191
957	0.9657631954	0.6202698612
958	0.9643366619	0.6198669038
959	0.9657631954	0.6192766721
960	0.9657631954	0.61906226
961	0.9657631954	0.6185990886
962	0.9657631954	0.6182577164
963	0.9657631954	0.6179821578
964	0.9657631954	0.6175760802
965	0.967189729	0.6172631462
966	0.967189729	0.6168405459
967	0.967189729	0.6161523661
968	0.967189729	0.6155955096
969	0.967189729	0.6151160102
970	0.967189729	0.6147481162
971	0.967189729	0.6143056922
972	0.967189729	0.6139936738
973	0.967189729	0.6136090812
974	0.967189729	0.6132936566
975	0.967189729	0.6130426215
976	0.967189729	0.6126756581
977	0.967189729	0.6123632827
978	0.967189729	0.6120637604
979	0.967189729	0.6116226075
980	0.967189729	0.6111584826
981	0.9686162625	0.6107491445
982	0.9686162625	0.6103882002
983	0.9686162625	0.6098246506
984	0.9686162625	0.609388087
985	0.9686162625	0.6088026204
986	0.9686162625	0.6082393038
987	0.9686162625	0.6078072273
988	0.9686162625	0.6073497941
989	0.9686162625	0.6070008588
990	0.9686162625	0.6065550095
991	0.9686162625	0.6062799435
992	0.9686162625	0.6060494349
993	0.9686162625	0.6056803889
994	0.9686162625	0.6052807987
995	0.9686162625	0.604802668
996	0.9686162625	0.6044365315
997	0.9686162625	0.6041261463
998	0.9686162625	0.6037777564
999	0.967189729	0.6032983545
